id,doi,date,title,keywords
10.5281/zenodo.8309733,10.5281/zenodo.8309733,2023-09-01,The transformation of an archaeological community  and its resulting representations  in the context of the co-development  of open Archaeological Information Systems,"archaeological information system, interoperability, knowledge production, organizational modeling, ontology, thesaurus"
10.5281/zenodo.5566398,10.5281/zenodo.5566398,2021-09-06,"'Scaling Small': A strategy to support scholar-led, open access book publishing",
10.5281/zenodo.7950479,10.5281/zenodo.7950479,2023-05-16,Open data to support European pandemic preparedness.,BY-COVID; Policy Brief; EOSC; HERA; Open Data; Pandemic Preparedness
10.5281/zenodo.6976176,10.5281/zenodo.6976176,2022-08-09,Linked Open Time: Reproducible LOD-driven workflows and research tools for validating Roman Limes and Hadrian's Wall relative time intervals based on Samian (Terra Sigillata),Linked Open Data; Allen Algebra; Relative Chronology; Samian Ware; Archaeology; Terra Sigillata
10.5281/zenodo.7508117,10.5281/zenodo.7508117,2023-01-05,Open Peer Reviewers in Africa Guide du formateur,formation; mentorat; évaluation par les pairs; éducation; science ouverte; bourse; Afrique; Open-Peer-Reviewers-in-Africa-French
10.5281/zenodo.5577950,10.5281/zenodo.5577950,2021-10-20,Community-led Open Publication Infrastructures for Monographs (COPIM): Annual Report - Year 2 (2020-2021),Humanities; publishing; monographs; books; infrastructures; Social Sciences; open source; not-for-profit; community-led; open access
10.5281/zenodo.6449716,10.5281/zenodo.6449716,2022-04-10,Measuring and Monitoring the Diversity of European Music Circulation with Open Source Technology and Data Sharing Within the Digital Music Observatory,Music recommendations; Music streaming; Local content regulation; Music Moves Europe; Digital Music Observatory; Open Policy Analysis
10.3897/rio.8.e93709,10.3897/rio.8.e93709,2022-08-25,Taxonomic Treatments as Open FAIR Digital Objects,biodiversity; taxonomy; Zenodo; GBIF; SIBiLS; SIB
10.5281/zenodo.6435530,10.5281/zenodo.6435530,2022-04-10,"Measuring and Monitoring Music, Society and Citizenship Data with Open  Source Technology and Data Sharing Witin the Digital Music Observatory",Survery harmonization; Cultural Access and Participation; Music audiences; Music education
10.3897/BDJ.7.e36226,10.3897/BDJ.7.e36226,2019-06-20,Biodiversidata: An Open-Access Biodiversity Database for Uruguay,Uruguay; Biodiversity; Species Occurrence Records; Tetrapods; Amphibia; Reptilia; Aves; Mammalia
10.5281/zenodo.8252892,10.5281/zenodo.8252892,2023-02-13,Comparing open-source DEM frameworks for simulations of common bulk processes,"Open source, Discrete Element Method, Benchmarks"
10.5281/zenodo.5812431,10.5281/zenodo.5812431,2021-12-31,Carryover toxicity of water treatment technologies. Open science graphical report,"Carryover Toxicity, zeolite, solar, Compound Parabolic Concentrator, ecotoxicology, water disinfection, potable water, hospital wastewater"
10.5281/zenodo.10148986,10.5281/zenodo.10148986,2023-11-17,Open Schooling transforming the school curriculum through science education,
10.5281/zenodo.10266015,10.5281/zenodo.10266015,2023-12-05,Design and Modeling of an Open-Source Baseline Floating Marine Turbine,
10.5281/zenodo.5654939,10.5281/zenodo.5654939,2021-10-21,OE4BW Open Jam Jar Framework,Open education
10.5281/zenodo.2263469,10.5281/zenodo.2263469,2018-12-14,Open Data & Data Literacy,"open data, data literacy"
10.5281/zenodo.3687452,10.5281/zenodo.3687452,2020-01-19,"BROILER POULTRY FARMING OPEN HOUSE SYSTEM PATTERNS STOCHASTIC FRONTIER OF ECONOMIC, TECHNICAL AND ALLOCATIVE EFFICIENCY OF IN LAMONGAN REGENCY EAST JAVA",International Journal of Advanced Research (IJAR)
