"","id","title","abstract","authors","link_pdf","link_doi"
"31","1903.01403v1","Towards A Methodology and Framework for Workflow-Driven Team Science","  Scientific workflows are powerful tools for management of scalable
experiments, often composed of complex tasks running on distributed resources.
Existing cyberinfrastructure provides components that can be utilized within
repeatable workflows. However, data and computing advances continuously change
the way scientific workflows get developed and executed, pushing the scientific
activity to be more data-driven, heterogeneous and collaborative. Workflow
development today depends on the effective collaboration and communication of a
cross-disciplinary team, not only with humans but also with analytical systems
and infrastructure. This paper presents a collaboration-centered reference
architecture to extend workflow systems with dynamic, predictable and
programmable interfaces to systems and infrastructure while bridging the
exploratory and scalable activities in the scientific process. We also present
a conceptual design towards the development of methodologies and tools for
effective workflow-driven collaborations, namely the PPoDS methodology and the
SmartFlows Toolkit for smart utilization of workflows in a rapidly evolving
cyberinfrastructure ecosystem.
","Ilkay Altintas|Shweta Purawat|Daniel Crawl|Alok Singh|Kyle Marcus","http://arxiv.org/pdf/1903.01403v1",""
"32","1902.10265v2","A Vision of 6G Wireless Systems: Applications, Trends, Technologies, and
  Open Research Problems","  The ongoing deployment of 5G cellular systems is continuously exposing the
inherent limitations of this system, compared to its original premise as an
enabler for Internet of Everything applications. These 5G drawbacks are
currently spurring worldwide activities focused on defining the next-generation
6G wireless system that can truly integrate far-reaching applications ranging
from autonomous systems to extended reality and haptics. Despite recent 6G
initiatives1, the fundamental architectural and performance components of the
system remain largely undefined. In this paper, we present a holistic,
forward-looking vision that defines the tenets of a 6G system. We opine that 6G
will not be a mere exploration of more spectrum at high-frequency bands, but it
will rather be a convergence of upcoming technological trends driven by
exciting, underlying services. In this regard, we first identify the primary
drivers of 6G systems, in terms of applications and accompanying technological
trends. Then, we propose a new set of service classes and expose their target
6G performance requirements. We then identify the enabling technologies for the
introduced 6G services and outline a comprehensive research agenda that
leverages those technologies. We conclude by providing concrete recommendations
for the roadmap toward 6G. Ultimately, the intent of this article is to serve
as a basis for stimulating more out-of-the-box research around 6G.
","Walid Saad|Mehdi Bennis|Mingzhe Chen","http://arxiv.org/pdf/1902.10265v2",""
"33","1910.11658v1","Quantum Networks For Open Science","  The United States Department of Energy convened the Quantum Networks for Open
Science (QNOS) Workshop in September 2018. The workshop was primarily focused
on quantum networks optimized for scientific applications with the expectation
that the resulting quantum networks could be extended to lay the groundwork for
a generalized network that will evolve into a quantum internet.
","Thomas Ndousse-Fetter|Nicholas Peters|Warren Grice|Prem Kumar|Tom Chapuran|Saikat Guha|Scott Hamilton|Inder Monga|Ray Newell|Andrei Nomerotski|Don Towsley|Ben Yoo","http://arxiv.org/pdf/1910.11658v1",""
"34","1904.00237v2","A decentralized method for making sensor measurements tamper-proof to
  support open science applications","  Open science has become a synonym for modern, digital and inclusive science.
Inclusion does not stop at open access. Inclusion also requires transparency
through open datasets and the right and ability to take part in the knowledge
creation process. This implies new challenges for digital libraries. Citizens
should be able to contribute data in a curatable form to advance science. At
the same time, this data should be verifiable and attributable to its owner.
Our research project focusses on securing and attributing incoming data streams
from sensors. Our contribution is twofold. First, we analyze the promises of
open science measurement data and point out how Blockchain technology changed
the circumstances for data measurement in science projects using sensors.
Second, we present an open hardware project capable of securing the integrity
of data directly from the source using cryptographic methods. By using
inexpensive modular components and open source software, we lower the barrier
for participation in open science projects. We show how time series of
measurement values using sensors, e.g., temperature, current, and vibration
measurements, can be verifiably and immutably stored. The approach we propose
enables time series data to be stored in a tamper-proof manner and securely
timestamped on a blockchain to prevent any subsequent modification.
","Patrick Wortner|Moritz Schubotz|Corinna Breitinger|Stephan Leible|Bela Gipp","http://arxiv.org/pdf/1904.00237v2",""
"35","1904.05383v4","Trusted CI Experiences in Cybersecurity and Service to Open Science","  This article describes experiences and lessons learned from the Trusted CI
project, funded by the US National Science Foundation to serve the community as
the NSF Cybersecurity Center of Excellence. Trusted CI is an effort to address
cybersecurity for the open science community through a single organization that
provides leadership, training, consulting, and knowledge to that community. The
article describes the experiences and lessons learned of Trusted CI regarding
both cybersecurity for open science and managing the process of providing
centralized services to a broad and diverse community.
","Andrew Adams|Kay Avila|Jim Basney|Dana Brunson|Robert Cowles|Jeannette Dopheide|Terry Fleury|Elisa Heymann|Florence Hudson|Craig Jackson|Ryan Kiser|Mark Krenz|Jim Marsteller|Barton P. Miller|Sean Peisert|Scott Russell|Susan Sons|Von Welch|John Zage","http://arxiv.org/pdf/1904.05383v4","http://dx.doi.org/10.1145/3332186.3340601"
"36","1904.06499v3","Open Science in Software Engineering","  Open science describes the movement of making any research artefact available
to the public and includes, but is not limited to, open access, open data, and
open source. While open science is becoming generally accepted as a norm in
other scientific disciplines, in software engineering, we are still struggling
in adapting open science to the particularities of our discipline, rendering
progress in our scientific community cumbersome. In this chapter, we reflect
upon the essentials in open science for software engineering including what
open science is, why we should engage in it, and how we should do it. We
particularly draw from our experiences made as conference chairs implementing
open science initiatives and as researchers actively engaging in open science
to critically discuss challenges and pitfalls, and to address more advanced
topics such as how and under which conditions to share preprints, what
infrastructure and licence model to cover, or how do it within the limitations
of different reviewing models, such as double-blind reviewing. Our hope is to
help establishing a common ground and to contribute to make open science a norm
also in software engineering.
","Daniel Méndez Fernández|Daniel Graziotin|Stefan Wagner|Heidi Seibold","http://arxiv.org/pdf/1904.06499v3","http://dx.doi.org/10.1007/978-3-030-32489-6_17"
"37","1904.09270v1","The Rise of Internet of Things (IoT) in Big Healthcare Data: Review and
  Open research Issues","  Health is one of the sustainable development areas in all of the countries.
Internet of Things has a variety of use in this sector which was not studied
yet. The aim of this research is to prioritize IoT usage in the healthcare
sector to achieve sustainable development. The study is an applied descriptive
research according to data collection. As per the research methodology which is
FAHP, it is a single cross sectional survey research. After data collection,
the agreed paired comparison matrices, allocated to weighted criteria and the
priority of IoT usage were determined. Based on the research findings, the two
criteria of Economic Prosperity and Quality of Life achieved the highest
priority for IoT sustainable development in the healthcare sector. Moreover,
the top priorities for IoT in the area of health, according to the usage, were
identified as Ultraviolet Radiation, Dental Health and Fall Detection.
","Zainab Alansari|Safeeullah Soomro|Mohammad Riyaz Belgaum|Shahaboddin Shamshirband","http://arxiv.org/pdf/1904.09270v1","http://dx.doi.org/10.1007/978-981-10-6875-1_66"
"38","1905.06911v1","StashCache: A Distributed Caching Federation for the Open Science Grid","  Data distribution for opportunistic users is challenging as they neither own
the computing resources they are using or any nearby storage. Users are
motivated to use opportunistic computing to expand their data processing
capacity, but they require storage and fast networking to distribute data to
that processing. Since it requires significant management overhead, it is rare
for resource providers to allow opportunistic access to storage. Additionally,
in order to use opportunistic storage at several distributed sites, users
assume the responsibility to maintain their data. In this paper we present
StashCache, a distributed caching federation that enables opportunistic users
to utilize nearby opportunistic storage. StashCache is comprised of four
components: data origins, redirectors, caches, and clients. StashCache has been
deployed in the Open Science Grid for several years and has been used by many
projects. Caches are deployed in geographically distributed locations across
the U.S. and Europe. We will present the architecture of StashCache, as well as
utilization information of the infrastructure. We will also present performance
analysis comparing distributed HTTP Proxies vs StashCache.
","Derek Weitzel|Marian Zvada|Ilija Vukotic|Rob Gardner|Brian Bockelman|Mats Rynge|Edgar Fajardo Hernandez|Brian Lin|Matyas Selmeci","http://arxiv.org/pdf/1905.06911v1","http://dx.doi.org/10.1145/3332186.3332212"
"39","1911.01276v5","Digital Twin: Enabling Technologies, Challenges and Open Research","  Digital Twin technology is an emerging concept that has become the centre of
attention for industry and, in more recent years, academia. The advancements in
industry 4.0 concepts have facilitated its growth, particularly in the
manufacturing industry. The Digital Twin is defined extensively but is best
described as the effortless integration of data between a physical and virtual
machine in either direction. The challenges, applications, and enabling
technologies for Artificial Intelligence, Internet of Things (IoT) and Digital
Twins are presented. A review of publications relating to Digital Twins is
performed, producing a categorical review of recent papers. The review has
categorised them by research areas: manufacturing, healthcare and smart cities,
discussing a range of papers that reflect these areas and the current state of
research. The paper provides an assessment of the enabling technologies,
challenges and open research for Digital Twins.
","Aidan Fuller|Zhong Fan|Charles Day|Chris Barlow","http://arxiv.org/pdf/1911.01276v5","http://dx.doi.org/10.1109/ACCESS.2020.2998358"
"40","1911.02782v3","S2ORC: The Semantic Scholar Open Research Corpus","  We introduce S2ORC, a large corpus of 81.1M English-language academic papers
spanning many academic disciplines. The corpus consists of rich metadata, paper
abstracts, resolved bibliographic references, as well as structured full text
for 8.1M open access papers. Full text is annotated with automatically-detected
inline mentions of citations, figures, and tables, each linked to their
corresponding paper objects. In S2ORC, we aggregate papers from hundreds of
academic publishers and digital archives into a unified source, and create the
largest publicly-available collection of machine-readable academic text to
date. We hope this resource will facilitate research and development of tools
and tasks for text mining over academic text.
","Kyle Lo|Lucy Lu Wang|Mark Neumann|Rodney Kinney|Dan S. Weld","http://arxiv.org/pdf/1911.02782v3",""
"41","1912.10561v1","A Survey of NOMA: Current Status and Open Research Challenges","  Non-orthogonal multiple access (NOMA) has been considered as a study-item in
3GPP for 5G new radio (NR). However, it was decided not to continue with it as
a work-item, and to leave it for possible use in beyond 5G. In this paper, we
first review the discussions that ended in such decision. Particularly, we
present simulation comparisons between the NOMA and multi-user
multiple-input-multiple-output (MU-MIMO), where the possible gain of NOMA,
compared to MU-MIMO, is negligible. Then, we propose a number of methods to
reduce the implementation complexity and delay of both uplink (UL) and downlink
(DL) NOMA-based transmission, as different ways to improve its efficiency.
Here, particular attention is paid to reducing the receiver complexity, the
cost of hybrid automatic repeat request as well as the user pairing complexity.
As demonstrated, different smart techniques can be applied to improve the
energy efficiency and the end-to-end transmission delay of NOMA-based systems.
","Behrooz Makki|Krishna Chitti|Ali Behravan|Mohamed-Slim Alouini","http://arxiv.org/pdf/1912.10561v1",""
"42","2003.07687v1","Augmented reality as a tool for open science platform by research
  collaboration in virtual teams","  The provision of open science is defined as a general policy aimed at
overcoming the barriers that hinder the implementation of the European Research
Area (ERA). An open science foundation seeks to capture all the elements needed
for the functioning of ERA: research data, scientific instruments, ICT services
(connections, calculations, platforms, and specific studies such as portals).
Managing shared resources for the community of scholars maximizes the benefits
to society. In the field of digital infrastructure, this has already
demonstrated great benefits. It is expected that applying this principle to an
open science process will improve management by funding organizations in
collaboration with stakeholders through mechanisms such as public consultation.
This will increase the perception of joint ownership of the infrastructure. It
will also create clear and non-discriminatory access rules, along with a sense
of joint ownership that stimulates a higher level of participation,
collaboration and social reciprocity. The article deals with the concept of
open science. The concept of the European cloud of open science and its
structure are presented. According to the study, it has been shown that the
structure of the cloud of open science includes an augmented reality as an
open-science platform. An example of the practical application of this tool is
the general description of MaxWhere, developed by Hungarian scientists, and is
a platform of aggregates of individual 3D spaces.
","Mariya P. Shyshkina|Maiia V. Marienko","http://arxiv.org/pdf/2003.07687v1",""
"43","2004.06049v2","A Prospective Look: Key Enabling Technologies, Applications and Open
  Research Topics in 6G Networks","  The fifth generation (5G) mobile networks are envisaged to enable a plethora
of breakthrough advancements in wireless technologies, providing support of a
diverse set of services over a single platform. While the deployment of 5G
systems is scaling up globally, it is time to look ahead for beyond 5G systems.
This is driven by the emerging societal trends, calling for fully automated
systems and intelligent services supported by extended reality and haptics
communications. To accommodate the stringent requirements of their prospective
applications, which are data-driven and defined by extremely low-latency,
ultra-reliable, fast and seamless wireless connectivity, research initiatives
are currently focusing on a progressive roadmap towards the sixth generation
(6G) networks. In this article, we shed light on some of the major enabling
technologies for 6G, which are expected to revolutionize the fundamental
architectures of cellular networks and provide multiple homogeneous artificial
intelligence-empowered services, including distributed communications, control,
computing, sensing, and energy, from its core to its end nodes. Particularly,
this paper aims to answer several 6G framework related questions: What are the
driving forces for the development of 6G? How will the enabling technologies of
6G differ from those in 5G? What kind of applications and interactions will
they support which would not be supported by 5G? We address these questions by
presenting a profound study of the 6G vision and outlining five of its
disruptive technologies, i.e., terahertz communications, programmable
metasurfaces, drone-based communications, backscatter communications and
tactile internet, as well as their potential applications. Then, by leveraging
the state-of-the-art literature surveyed for each technology, we discuss their
requirements, key challenges, and open research problems.
","Lina Bariah|Lina Mohjazi|Sami Muhaidat|Paschalis C. Sofotasios|Gunes Karabulut Kurt|Halim Yanikomeroglu|Octavia A. Dobre","http://arxiv.org/pdf/2004.06049v2",""
"44","2004.05125v1","Rapidly Deploying a Neural Search Engine for the COVID-19 Open Research
  Dataset: Preliminary Thoughts and Lessons Learned","  We present the Neural Covidex, a search engine that exploits the latest
neural ranking architectures to provide information access to the COVID-19 Open
Research Dataset curated by the Allen Institute for AI. This web application
exists as part of a suite of tools that we have developed over the past few
weeks to help domain experts tackle the ongoing global pandemic. We hope that
improved information access capabilities to the scientific literature can
inform evidence-based decision making and insight generation. This paper
describes our initial efforts and offers a few thoughts about lessons we have
learned along the way.
","Edwin Zhang|Nikhil Gupta|Rodrigo Nogueira|Kyunghyun Cho|Jimmy Lin","http://arxiv.org/pdf/2004.05125v1",""
"45","2004.10706v4","CORD-19: The COVID-19 Open Research Dataset","  The COVID-19 Open Research Dataset (CORD-19) is a growing resource of
scientific papers on COVID-19 and related historical coronavirus research.
CORD-19 is designed to facilitate the development of text mining and
information retrieval systems over its rich collection of metadata and
structured full text papers. Since its release, CORD-19 has been downloaded
over 200K times and has served as the basis of many COVID-19 text mining and
discovery systems. In this article, we describe the mechanics of dataset
construction, highlighting challenges and key design decisions, provide an
overview of how CORD-19 has been used, and describe several shared tasks built
around the dataset. We hope this resource will continue to bring together the
computing community, biomedical experts, and policy makers in the search for
effective treatments and management policies for COVID-19.
","Lucy Lu Wang|Kyle Lo|Yoganand Chandrasekhar|Russell Reas|Jiangjiang Yang|Doug Burdick|Darrin Eide|Kathryn Funk|Yannis Katsis|Rodney Kinney|Yunyao Li|Ziyang Liu|William Merrill|Paul Mooney|Dewey Murdick|Devvret Rishi|Jerry Sheehan|Zhihong Shen|Brandon Stilson|Alex Wade|Kuansan Wang|Nancy Xin Ru Wang|Chris Wilhelm|Boya Xie|Douglas Raymond|Daniel S. Weld|Oren Etzioni|Sebastian Kohlmeier","http://arxiv.org/pdf/2004.10706v4",""
"46","2004.12018v1","Jupyter notebooks as discovery mechanisms for open science: Citation
  practices in the astronomy community","  Citing data and software is a means to give scholarly credit and to
facilitate access to research objects. Citation principles encourage authors to
provide full descriptions of objects, with stable links, in their papers. As
Jupyter notebooks aggregate data, software, and other objects, they may
facilitate or hinder citation, credit, and access to data and software. We
report on a study of references to Jupyter notebooks in astronomy over a 5-year
period (2014-2018). References increased rapidly, but fewer than half of the
references led to Jupyter notebooks that could be located and opened. Jupyter
notebooks appear better suited to supporting the research process than to
providing access to research objects. We recommend that authors cite individual
data and software objects, and that they stabilize any notebooks cited in
publications. Publishers should increase the number of citations allowed in
papers and employ descriptive metadata-rich citation styles that facilitate
credit and discovery.
","Morgan F. Wofford|Bernadette M. Boscoe|Christine L. Borgman|Irene V. Pasquetto|Milena S. Golshan","http://arxiv.org/pdf/2004.12018v1","http://dx.doi.org/10.1109/MCSE.2019.2932067"
"47","2005.02367v5","CODA-19: Using a Non-Expert Crowd to Annotate Research Aspects on
  10,000+ Abstracts in the COVID-19 Open Research Dataset","  This paper introduces CODA-19, a human-annotated dataset that codes the
Background, Purpose, Method, Finding/Contribution, and Other sections of 10,966
English abstracts in the COVID-19 Open Research Dataset. CODA-19 was created by
248 crowd workers from Amazon Mechanical Turk within 10 days, and achieved
labeling quality comparable to that of experts. Each abstract was annotated by
nine different workers, and the final labels were acquired by majority vote.
The inter-annotator agreement (Cohen's kappa) between the crowd and the
biomedical expert (0.741) is comparable to inter-expert agreement (0.788).
CODA-19's labels have an accuracy of 82.2% when compared to the biomedical
expert's labels, while the accuracy between experts was 85.0%. Reliable human
annotations help scientists access and integrate the rapidly accelerating
coronavirus literature, and also serve as the battery of AI/NLP research, but
obtaining expert annotations can be slow. We demonstrated that a non-expert
crowd can be rapidly employed at scale to join the fight against COVID-19.
","Ting-Hao 'Kenneth' Huang|Chieh-Yang Huang|Chien-Kuang Cornelia Ding|Yen-Chia Hsu|C. Lee Giles","http://arxiv.org/pdf/2005.02367v5",""
"48","2005.08823v1","A Semantically Enriched Dataset based on Biomedical NER for the COVID19
  Open Research Dataset Challenge","  Research into COVID-19 is a big challenge and highly relevant at the moment.
New tools are required to assist medical experts in their research with
relevant and valuable information. The COVID-19 Open Research Dataset Challenge
(CORD-19) is a ""call to action"" for computer scientists to develop these
innovative tools. Many of these applications are empowered by entity
information, i. e. knowing which entities are used within a sentence. For this
paper, we have developed a pipeline upon the latest Named Entity Recognition
tools for Chemicals, Diseases, Genes and Species. We apply our pipeline to the
COVID-19 research challenge and share the resulting entity mentions with the
community.
","Hermann Kroll|Jan Pirklbauer|Johannes Ruthmann|Wolf-Tilo Balke","http://arxiv.org/pdf/2005.08823v1",""
"49","2005.10334v1","Requirements Analysis for an Open Research Knowledge Graph","  Current science communication has a number of drawbacks and bottlenecks which
have been subject of discussion lately: Among others, the rising number of
published articles makes it nearly impossible to get an overview of the state
of the art in a certain field, or reproducibility is hampered by fixed-length,
document-based publications which normally cannot cover all details of a
research work. Recently, several initiatives have proposed knowledge graphs
(KGs) for organising scientific information as a solution to many of the
current issues. The focus of these proposals is, however, usually restricted to
very specific use cases. In this paper, we aim to transcend this limited
perspective by presenting a comprehensive analysis of requirements for an Open
Research Knowledge Graph (ORKG) by (a) collecting daily core tasks of a
scientist, (b) establishing their consequential requirements for a KG-based
system, (c) identifying overlaps and specificities, and their coverage in
current solutions. As a result, we map necessary and desirable requirements for
successful KG-based science communication, derive implications and outline
possible solutions.
","Arthur Brack|Anett Hoppe|Markus Stocker|Sören Auer|Ralph Ewerth","http://arxiv.org/pdf/2005.10334v1","http://dx.doi.org/10.1007/978-3-030-54956-5_1"
"50","2005.14021v1","Knowledge Utilization and Open Science Policies: Noble aims that ensure
  quality research or Ordering discoveries like a pizza?","  Open Science has been a rising theme in the landscape of science policy in
recent years. The goal is to make research that emerges from publicly funded
science to become findable, accessible, interoperable and reusable (FAIR) for
use by other researchers. Knowledge utilization policies aim to efficiently
make scientific knowledge beneficial for society at large. This paper
demonstrates how Astronomy aspires to be open and transparent given their
criteria for high research quality, which aim at pushing knowledge forward and
clear communication of findings. However, the use of quantitative metrics in
research evaluation puts pressure on the researcher, such that taking the extra
time for transparent publishing of data and results is difficult, given that
astronomers are not rewarded for the quality of research papers, but rather
their quantity. This paper explores the current mode of openness in Astronomy
and how incentives due to funding, publication practices and indicators affect
this field. The paper concludes with some recommendations on how policies such
as making science more open have the potential to contribute to scientific
quality in Astronomy.
","Julia Heuritsch","http://arxiv.org/pdf/2005.14021v1",""
"51","2006.03091v1","The FRET-based structural dynamics challenge -- community contributions
  to consistent and open science practices","  Single-molecule F\""{o}rster resonance energy transfer (smFRET) has become a
mainstream technique for probing biomolecular structural dynamics. The rapid
and wide adoption of the technique by an ever-increasing number of groups has
generated many improvements and variations in the technique itself, in methods
for sample preparation and characterization, in analysis of the data from such
experiments, and in analysis codes and algorithms. Recently, several labs that
employ smFRET have joined forces to try to bring the smFRET community together
in adopting a consensus on how to perform experiments and analyze results for
achieving quantitative structural information. These recent efforts include
multi-lab blind-tests to assess the accuracy and precision of smFRET between
different labs using different procedures, the formal assembly of the FRET
community and development of smFRET procedures to be considered for entries in
the wwPDB. Here we delve into the different approaches and viewpoints in the
field. This position paper describes the current ""state-of-the field"", points
to unresolved methodological issues for quantitative structural studies,
provides a set of 'soft recommendations' about which an emerging consensus
exists, and a list of resources that are openly available. To make further
progress, we strongly encourage 'open science' practices. We hope that this
position paper will provide a roadmap for newcomers to the field, as well as a
reference for seasoned practitioners.
","Eitan Lerner|Benjamin Ambrose|Anders Barth|Victoria Birkedal|Scott C. Blanchard|Richard Borner|Thorben Cordes|Timothy D. Craggs|Taekjip Ha|Gilad Haran|Thorsten Hugel|Antonino Ingargiola|Achillefs Kapanidis|Don C. Lamb|Ted Laurence|Nam ki Lee|Edward A. Lemke|Emmanuel Margeat|Jens Michaelis|Xavier Michalet|Daniel Nettels|Thomas-Otavio Peulen|Benjamin Schuler|Claus A. M. Seidel|Hamid So-leimaninejad|Shimon Weiss","http://arxiv.org/pdf/2006.03091v1","http://dx.doi.org/10.7554/eLife.60416"
"52","2006.13733v1","Operational Research Literature as a Use Case for the Open Research
  Knowledge Graph","  The Open Research Knowledge Graph (ORKG) provides machine-actionable access
to scholarly literature that habitually is written in prose. Following the FAIR
principles, the ORKG makes traditional, human-coded knowledge findable,
accessible, interoperable, and reusable in a structured manner in accordance
with the Linked Open Data paradigm. At the moment, in ORKG papers are described
manually, but in the long run the semantic depth of the literature at scale
needs automation. Operational Research is a suitable test case for this vision
because the mathematical field and, hence, its publication habits are highly
structured: A mundane problem is formulated as a mathematical model, solved or
approximated numerically, and evaluated systematically. We study the existing
literature with respect to the Assembly Line Balancing Problem and derive a
semantic description in accordance with the ORKG. Eventually, selected papers
are ingested to test the semantic description and refine it further.
","Mila Runnwerth|Markus Stocker|Sören Auer","http://arxiv.org/pdf/2006.13733v1","http://dx.doi.org/10.1007/978-3-030-52200-1_32"
"53","2007.06222v1","Toward porting Astrophysics Visual Analytics Services to the European
  Open Science Cloud","  The European Open Science Cloud (EOSC) aims to create a federated environment
for hosting and processing research data to support science in all disciplines
without geographical boundaries, such that data, software, methods and
publications can be shared as part of an Open Science community of practice.
This work presents the ongoing activities related to the implementation of
visual analytics services, integrated into EOSC, towards addressing the diverse
astrophysics user communities needs. These services rely on visualisation to
manage the data life cycle process under FAIR principles, integrating data
processing for imaging and multidimensional map creation and mosaicing, and
applying machine learning techniques for detection of structures in large scale
multidimensional maps.
","Eva Sciacca|Fabio Vitello|Ugo Becciani|Cristobal Bordiu|Filomena Bufano|Antonio Calanducci|Alessandro Costa|Mario Raciti|Simone Riggi","http://arxiv.org/pdf/2007.06222v1","http://dx.doi.org/10.1007/978-3-030-52243-8_43"
"54","2007.07846v1","Covidex: Neural Ranking Models and Keyword Search Infrastructure for the
  COVID-19 Open Research Dataset","  We present Covidex, a search engine that exploits the latest neural ranking
models to provide information access to the COVID-19 Open Research Dataset
curated by the Allen Institute for AI. Our system has been online and serving
users since late March 2020. The Covidex is the user application component of
our three-pronged strategy to develop technologies for helping domain experts
tackle the ongoing global pandemic. In addition, we provide robust and
easy-to-use keyword search infrastructure that exploits mature fusion-based
methods as well as standalone neural ranking models that can be incorporated
into other applications. These techniques have been evaluated in the ongoing
TREC-COVID challenge: Our infrastructure and baselines have been adopted by
many participants, including some of the highest-scoring runs in rounds 1, 2,
and 3. In round 3, we report the highest-scoring run that takes advantage of
previous training data and the second-highest fully automatic run.
","Edwin Zhang|Nikhil Gupta|Raphael Tang|Xiao Han|Ronak Pradeep|Kuang Lu|Yue Zhang|Rodrigo Nogueira|Kyunghyun Cho|Hui Fang|Jimmy Lin","http://arxiv.org/pdf/2007.07846v1",""
"55","2009.07399v1","High-Performance Mining of COVID-19 Open Research Datasets for Text
  Classification and Insights in Cloud Computing Environments","  COVID-19 global pandemic is an unprecedented health crisis. Since the
outbreak, many researchers around the world have produced an extensive
collection of literatures. For the research community and the general public to
digest, it is crucial to analyse the text and provide insights in a timely
manner, which requires a considerable amount of computational power. Clouding
computing has been widely adopted in academia and industry in recent years. In
particular, hybrid cloud is gaining popularity since its two-fold benefits:
utilising existing resource to save cost and using additional cloud service
providers to gain assess to extra computing resources on demand. In this paper,
we developed a system utilising the Aneka PaaS middleware with parallel
processing and multi-cloud capability to accelerate the ETL and article
categorising process using machine learning technology on a hybrid cloud. The
result is then persisted for further referencing, searching and visualising.
Our performance evaluation shows that the system can help with reducing
processing time and achieving linear scalability. Beyond COVID-19, the
application might be used directly in broader scholarly article indexing and
analysing.
","Jie Zhao|Maria A. Rodriguez|Rajkumar Buyya","http://arxiv.org/pdf/2009.07399v1",""
"56","2009.08801v1","SciBERT-based Semantification of Bioassays in the Open Research
  Knowledge Graph","  As a novel contribution to the problem of semantifying biological assays, in
this paper, we propose a neural-network-based approach to automatically
semantify, thereby structure, unstructured bioassay text descriptions.
Experimental evaluations, to this end, show promise as the neural-based
semantification significantly outperforms a naive frequency-based baseline
approach. Specifically, the neural method attains 72% F1 versus 47% F1 from the
frequency-based method.
","Marco Anteghini|Jennifer D'Souza|Vitor A. P. Martins dos Santos|Sören Auer","http://arxiv.org/pdf/2009.08801v1",""
"57","2009.07642v1","Representing Semantified Biological Assays in the Open Research
  Knowledge Graph","  In the biotechnology and biomedical domains, recent text mining efforts
advocate for machine-interpretable, and preferably, semantified, documentation
formats of laboratory processes. This includes wet-lab protocols, (in)organic
materials synthesis reactions, genetic manipulations and procedures for faster
computer-mediated analysis and predictions. Herein, we present our work on the
representation of semantified bioassays in the Open Research Knowledge Graph
(ORKG). In particular, we describe a semantification system work-in-progress to
generate, automatically and quickly, the critical semantified bioassay data
mass needed to foster a consistent user audience to adopt the ORKG for
recording their bioassays and facilitate the organisation of research,
according to FAIR principles.
","Marco Anteghini|Jennifer D'Souza|Vitor A. P. Martins dos Santos|Sören Auer","http://arxiv.org/pdf/2009.07642v1",""
"58","2009.08395v1","A Multimodal Memes Classification: A Survey and Open Research Issues","  Memes are graphics and text overlapped so that together they present concepts
that become dubious if one of them is absent. It is spread mostly on social
media platforms, in the form of jokes, sarcasm, motivating, etc. After the
success of BERT in Natural Language Processing (NLP), researchers inclined to
Visual-Linguistic (VL) multimodal problems like memes classification, image
captioning, Visual Question Answering (VQA), and many more. Unfortunately, many
memes get uploaded each day on social media platforms that need automatic
censoring to curb misinformation and hate. Recently, this issue has attracted
the attention of researchers and practitioners. State-of-the-art methods that
performed significantly on other VL dataset, tends to fail on memes
classification. In this context, this work aims to conduct a comprehensive
study on memes classification, generally on the VL multimodal problems and
cutting edge solutions. We propose a generalized framework for VL problems. We
cover the early and next-generation works on VL problems. Finally, we identify
and articulate several open research issues and challenges. This is the first
study that presents the generalized view of the advanced classification
techniques concerning memes classification to the best of our knowledge. We
believe this study presents a clear road-map for the Machine Learning (ML)
research community to implement and enhance memes classification techniques.
","Tariq Habib Afridi|Aftab Alam|Muhammad Numan Khan|Jawad Khan|Young-Koo Lee","http://arxiv.org/pdf/2009.08395v1",""
"59","2010.04508v2","Towards an Open Science definition as a political and legal framework:
  on the sharing and dissemination of research outputs","  It is widely recognised nowadays that there is no single, accepted, unified
definition of Open Science, which motivates our proposal of an Open Science
definition as a political and legal framework where research outputs are shared
and disseminated in order to be rendered visible, accessible, reusable is
developed, standing over the concepts enhanced by the Budapest Open Science
Initiative (BOAI), and by the Free/Open Source Software (FOSS) and Open data
movements. We elaborate this proposal through a detailed analysis of some
selected EC policies and laws as well as of the function of research evaluation
practices. The legal aspects considered in our examination include, in
particular, the study of the role of licenses in the context of the
dissemination of research outputs.
","Teresa Gomez-Diaz|Tomas Recio","http://arxiv.org/pdf/2010.04508v2","http://dx.doi.org/10.5281/zenodo.4577066"
