"","Scopus_ID","Title","Author","Date","DOI"
"498","SCOPUS_ID:85068590878","Improving human-lion conflict research through interdisciplinarity","Beck J.M.","2019-01-01","10.3389/fevo.2019.00243"
"499","SCOPUS_ID:85068555881","Decoding team and individual impact in science and invention","Ahmadpoor M.","2019-01-01","10.1073/pnas.1812341116"
"500","SCOPUS_ID:85068390190","Team science and accelerated vaccine introduction in Cuba: A view from the pneumococcal project","Linares-Pérez N.","2019-01-01",NA
"501","SCOPUS_ID:85065437278","The Kaleidoscope of Citizen ScienceCommentary","Elliott K.C.","2019-01-01","10.1353/nib.2019.0017"
"502","SCOPUS_ID:85065149783","Using state space grids for modelling temporal team dynamics","Meinecke A.","2019-01-01","10.3389/fpsyg.2019.00863"
"503","SCOPUS_ID:85063860740","Community science as a pathway for resilience in response to a public health crisis in Flint, Michigan","Carrera J.S.","2019-01-01","10.3390/socsci8030094"
"504","SCOPUS_ID:85062501906","Formative, embedded evaluation to strengthen interdisciplinary team science: Results of a 4-year, mixed methods, multi-country case study","Roelofs S.","2019-01-01","10.1093/reseval/rvy023"
"505","SCOPUS_ID:85059495445","Adding the team into T1 translational research: A case study of multidisciplinary team science in the evaluation of biomarkers of prostate cancer risk and prognosis","Marrone M.T.","2019-01-01","10.1373/clinchem.2018.293365"
"506","SCOPUS_ID:85056726861","Symptom Science Research in the Era of Big Data: Leveraging Interdisciplinary Resources and Partners to Make It Happen","Corwin E.J.","2019-01-01","10.1111/jnu.12446"
"507","SCOPUS_ID:85054631257","Just Enough Cooks in the Kitchen: Key Ingredients for International Collaboration","Schurer J.M.","2019-01-01","10.1016/j.pt.2018.09.005"
"508","SCOPUS_ID:85058410929","Changing demographics of scientific careers: The rise of the temporary workforce","Milojevic S.","2018-12-11","10.1073/pnas.1800478115"
"509","SCOPUS_ID:85066044267","Beyond the H&amp;E: Advanced Technologies for in situ Tissue Biomarker Imaging","Himmel L.E.","2018-12-01","10.1093/ilar/ily004"
"510","SCOPUS_ID:85059503757","Preparing the next generation of sustainability scientists","Killion A.K.","2018-12-01","10.5751/ES-10395-230439"
"511","SCOPUS_ID:85058267251","AACR White paper: Shaping the future of cancer prevention - A roadmap for advancing science and public health","Lippman S.M.","2018-12-01","10.1158/1940-6207.CAPR-18-0421"
"512","SCOPUS_ID:85055191216","Robust Findings From 25 Years of PSTD Genetics Research","Duncan L.E.","2018-12-01","10.1007/s11920-018-0980-1"
"513","SCOPUS_ID:85055051504","Exploring an ethnography-based knowledge network model for professional communication analysis of knowledge integration","Hannah M.A.","2018-12-01","10.1109/TPC.2018.2870682"
"514","SCOPUS_ID:85053383673","Facilitating Integration in Interdisciplinary Research: Lessons from a South Florida Water, Sustainability, and Climate Project","Lanier A.L.","2018-12-01","10.1007/s00267-018-1099-1"
"515","SCOPUS_ID:85057146108","The ecology of multilevel intervention research","Hall K.L.","2018-11-21","10.1093/tbm/iby102"
"516","SCOPUS_ID:85054432083","Systems biology approaches to identify disease mechanisms and facilitate targeted therapy in the management of glomerular disease","Hamidi H.","2018-11-01","10.1097/MNH.0000000000000446"
"517","SCOPUS_ID:85054435296","A transdisciplinary team approach to scoping reviews: The case of pediatric polypharmacy","Bakaki P.M.","2018-10-04","10.1186/s12874-018-0560-4"
"518","SCOPUS_ID:85061403493","Combining stock-and-flow, agent-based, and social network methods to model team performance","Anderson E.G.","2018-10-01","10.1002/sdr.1613"
"519","SCOPUS_ID:85056163713","Data-intensive ecological research is catalyzed by open science and team science","Cheruvelil K.S.","2018-10-01","10.1093/biosci/biy097"
"520","SCOPUS_ID:85053066752","The Impact of the National Institute for Pharmaceutical Technology and Education on Academic Research","Speedie M.","2018-10-01","10.1208/s12249-018-1076-2"
"521","SCOPUS_ID:85045073066","Perspectives of Community Co-Researchers About Group Dynamics and Equitable Partnership Within a Community–Academic Research Team","Vaughn L.","2018-10-01","10.1177/1090198118769374"
"522","SCOPUS_ID:85078250757","A case study in distributed team science in research using electronic health records","Song J.","2018-09-21","10.23889/ijpds.v3i3.442"
"523","SCOPUS_ID:85061458140","Reboot undergraduate courses for reproducibility","Button K.","2018-09-20","10.1038/d41586-018-06692-8"
"524","SCOPUS_ID:85051933171","Person-supervisor fit, needs-supplies fit, and team fit as mediators of the relationship between dual-focused transformational leadership and well-being in scientific teams","Klaic A.","2018-09-03","10.1080/1359432X.2018.1502174"
"525","SCOPUS_ID:85060869018","Team science, justice, and the co-production of knowledge","Tebes J.K.","2018-09-01","10.1002/ajcp.12252"
"526","SCOPUS_ID:85055523208","Commentary: Training and mentoring the next generation of health equity researchers: Insights from the field","Cooper L.","2018-09-01","10.18865/ed.28.4.579"
"527","SCOPUS_ID:85054354096","Applying Gini coefficient to evaluate the author research domains associated with the ordering of author names: A bibliometric study","Chien T.W.","2018-09-01","10.1097/MD.0000000000012418"
"528","SCOPUS_ID:85051788787","Global Collaborative Team Performance for the Revision of the International Classification of Diseases: A Case Study of the World Health Organization Field Studies Coordination Group","Guler J.","2018-09-01","10.1016/j.ijchp.2018.07.001"
"529","SCOPUS_ID:85049352194","Presidential Address: Team Science Across Disciplines: Advancing CBT Research and Practice on Hoarding","Steketee G.","2018-09-01","10.1016/j.beth.2018.05.001"
"530","SCOPUS_ID:85055765377","The clinical-translational physician-scientist: Translating bedside to bench","Hunt P.","2018-08-14","10.1093/infdis/jiy264"
"531","SCOPUS_ID:85062718628","Sprint to work: A novel model for team science collaboration in academic medicine","Sinha S.S.","2018-08-01","10.1007/s40037-018-0442-9"
"532","SCOPUS_ID:85052056527","Large-scale physical education interventions: Past, present, and future","Castelli D.","2018-08-01","10.1123/kr.2018-0021"
"533","SCOPUS_ID:85031718115","Strengthening community operational research through exchange of tools and strategic alliances","Bammer G.","2018-08-01","10.1016/j.ejor.2017.09.041"
"534","SCOPUS_ID:85051046433","Management of a multidisciplinary research project: A case study on adopting agile methods","Senabre Hidalgo E.","2018-07-23",NA
"535","SCOPUS_ID:85060916558","Unpacking Partnership, Engagement, and Collaboration Research to Inform Implementation Strategies Development: Theoretical Frameworks and Emerging Methodologies","Huang K.Y.","2018-07-11","10.3389/fpubh.2018.00190"
"536","SCOPUS_ID:85075845160","Translational research in the oral health sciences","Feine J.S.","2018-06-18","10.1007/978-3-319-78205-8_1"
"537","SCOPUS_ID:85041505346","Development and evaluation of a capacity building program in gender-relevant tobacco control research: A Brazilian experience","Cruz R.C.","2018-06-01","10.1016/j.evalprogplan.2018.01.010"
"538","SCOPUS_ID:85032821735","Gender disparities in science? Dropout, productivity, collaborations and success of male and female computer scientists","Jadidi M.","2018-06-01","10.1142/S0219525917500114"
"539","SCOPUS_ID:85047096092","The AGING Initiative experience: A call for sustained support for team science networks","Garg T.","2018-05-18","10.1186/s12961-018-0324-y"
"540","SCOPUS_ID:85047491665","The science of teams in the military: Contributions from over 60 years of research","Goodwin G.","2018-05-01","10.1037/amp0000259"
"541","SCOPUS_ID:85047481166","Interdisciplinary team science and the public: Steps toward a participatory team science","Tebes J.K.","2018-05-01","10.1037/amp0000281"
"542","SCOPUS_ID:85047456159","The science of team science: A review of the empirical evidence and research gaps on collaboration in science","Hall K.L.","2018-05-01","10.1037/amp0000319"
"543","SCOPUS_ID:85046442414","A PET imaging agent for evaluating PARP-1 expression in ovarian cancer","Makvandi M.","2018-05-01","10.1172/JCI97992"
"544","SCOPUS_ID:85046128586","Interprofessional education: Advancing team science to create collaborative safety cultures","Nelson-Brantley H.V.","2018-05-01","10.1097/NNA.0000000000000607"
"545","SCOPUS_ID:85048070480","Using escape room-like puzzles to teach undergraduate students effective and efficient group process skills","Williams P.","2018-04-17","10.1109/ISECon.2018.8340495"
"546","SCOPUS_ID:85045746974","Gender disparities in faculty rank: Factors that affect advancement of women scientists at academic medical centers","López C.","2018-04-12","10.3390/socsci7040062"
"547","SCOPUS_ID:85045274958","How team science extends your scope","Savage N.","2018-04-10","10.1038/d41586-018-04164-7"
"548","SCOPUS_ID:85050569906","Cross-disciplinary team science can start with one conversation","Feine J.","2018-04-01","10.1177/2380084418761370"
"549","SCOPUS_ID:85049252969","Team science and accelerated introduction of vaccines in Cuba: A look from the Pneumococcal project","Linares-Pérez N.","2018-04-01",NA
"550","SCOPUS_ID:85045992503","Strategies for effective collaborative manuscript development in interdisciplinary science teams","Oliver S.","2018-04-01","10.1002/ecs2.2206"
"551","SCOPUS_ID:85045323560","A qualitative analysis of the information science needs of public health researchers in an academic setting","Hunt S.L.","2018-04-01","10.5195/jmla.2018.316"
"552","SCOPUS_ID:85044678702","Authorship grids: Practical tools to facilitate collaboration and ethical publication","Phillippi J.","2018-04-01","10.1002/nur.21856"
"553","SCOPUS_ID:85044184154","Measurement framework for the Environmental influences on Child Health Outcomes research program","Blackwell C.","2018-04-01","10.1097/MOP.0000000000000606"
"554","SCOPUS_ID:85044569292","Scalable Open Science Approach for Mutation Calling of Tumor Exomes Using Multiple Genomic Pipelines","Ellrott K.","2018-03-28","10.1016/j.cels.2018.03.002"
"555","SCOPUS_ID:85042350901","A Scientific Framework for Social Work Doctoral Education in the 21st Century","Guerrero E.","2018-03-01","10.1177/1049731517709077"
"556","SCOPUS_ID:85041330696","Mack Center on Nonprofit and Public Sector Management in Human Service Organizations","Austin M.","2018-03-01","10.1177/1049731517710327"
"557","SCOPUS_ID:85037329885","Motivation for Launching a Cancer Metastasis Inhibition (CMI) Program","Pulley J.","2018-02-01","10.1007/s11523-017-0542-1"
"558","SCOPUS_ID:85032921146","Citation Impact of Collaboration in Radiology Research","Rosenkrantz A.","2018-02-01","10.1016/j.jacr.2017.09.030"
"559","SCOPUS_ID:85030450564","Changing Systems Through Effective Teams: A Role for Simulation","Rosenman E.D.","2018-02-01","10.1111/acem.13260"
"560","SCOPUS_ID:85045908190","Documenting and Evaluating Data Science Contributions in Academic Promotion in Departments of Statistics and Biostatistics","Waller L.","2018-01-02","10.1080/00031305.2017.1375988"
"561","SCOPUS_ID:85082269601","The asymptomatic patient with a pulmonary nodule","Nair V.S.","2018-01-01","10.1016/B978-0-323-48565-4.00001-1"
"562","SCOPUS_ID:85064489364","Embracing semantic ambiguity to enhance interpretability of complex unstructured machine learning problems","Lee J.","2018-01-01","10.1002/pra2.2018.14505501144"
"563","SCOPUS_ID:85063523606","Learning in transdisciplinary collaborations: A conceptual vocabulary","Klein J.","2018-01-01","10.1007/978-3-319-93743-4_2"
"564","SCOPUS_ID:85061428643","A model for training undergraduate students in collaborative science","Casson N.J.","2018-01-01","10.1139/facets-2017-0112"
"565","SCOPUS_ID:85053563771","Network-based assessment of collaborative research in neuroscience","Marchand G.","2018-01-01","10.1016/j.trci.2018.08.006"
"566","SCOPUS_ID:85050541981","Shifting paradigms in information flow: An Open Science Framework (OSF) for knowledge sharing teams","Potterbusch M.","2018-01-01","10.28945/4031"
"567","SCOPUS_ID:85050514073","Transdisciplinary knowledge producing teams: Toward a complex systems perspective","Lotrecchiano G.R.","2018-01-01","10.28945/4086"
"568","SCOPUS_ID:85048839198","Achieving better quality of lung cancer care","Osarogiagbon R.U.","2018-01-01","10.1016/B978-0-323-48565-4.00011-4"
"569","SCOPUS_ID:85028970211","Does team communication represent a one-size-fits-all approach?: A meta-analysis of team communication and performance","Marlow S.","2018-01-01","10.1016/j.obhdp.2017.08.001"
"570","SCOPUS_ID:85040072133","Authorship and team science","Fontanarosa P.","2017-12-26","10.1001/jama.2017.19341"
"571","SCOPUS_ID:85062990411","Institutional culture is the key to team science","Lee S.","2017-12-08","10.1038/nbt.4026"
"572","SCOPUS_ID:85038415240","Longitudinal perspectives of faculty and students on benefits and barriers to transdisciplinary graduate education: Program assessment and institutional recommendations","Keck A.S.","2017-12-01","10.1057/s41599-017-0027-y"
"573","SCOPUS_ID:85037682418","Team Science and Team Research: How Are They the Same?","Fitzpatrick J.","2017-12-01","10.1016/j.apnr.2017.10.019"
"574","SCOPUS_ID:85035091766","The emergence of team science: understanding the state of adoption research through social network analysis","Hamilton C.A.","2017-12-01","10.1177/0308575917714714"
"575","SCOPUS_ID:85029808170","Transdisciplinary sustainability research beyond engagement models: Toward adventures in relevance","Klenk N.","2017-12-01","10.1016/j.envsci.2017.09.006"
"576","SCOPUS_ID:85028332507","Team science: A qualitative study of benefits, challenges, and lessons learned","DeHart D.","2017-12-01","10.1016/j.soscij.2017.07.009"
"577","SCOPUS_ID:85015617064","Genomic resources for the study of neuropsychiatric disorders","Senthil G.","2017-12-01","10.1038/mp.2017.29"
"578","SCOPUS_ID:85032479549","Authorship ethics in the era of team science","Hammer M.","2017-11-01","10.1188/17.ONF.655-657"
"579","SCOPUS_ID:85030790895","Catalyzing Interdisciplinary Research and Training: Initial Outcomes and Evolution of the Affinity Research Collaboratives Model","Ravid K.","2017-10-01","10.1097/ACM.0000000000001716"
"580","SCOPUS_ID:85030777752","Commentary: The Science of Adolescent and Young Adult Health: A Growing Field and the Team Science behind It","Tuchman L.","2017-10-01","10.1093/jpepsy/jsx100"
"581","SCOPUS_ID:85030751297","The Daunting Career of the Physician-Investigator","McKinney R.E.","2017-10-01","10.1097/ACM.0000000000001869"
"582","SCOPUS_ID:85030698800","GraphSpace: Stimulating interdisciplinary collaborations in network biology","Bharadwaj A.","2017-10-01","10.1093/bioinformatics/btx382"
"583","SCOPUS_ID:85029643879","Pushing Interdisciplinary in the Study of Groups and Teams","Keyton J.","2017-10-01","10.1177/1046496417732528"
"584","SCOPUS_ID:85029002687","Moving research on health and close relationships forward-a challenge and an obligation: Introduction to the special issue","Schetter C.D.","2017-09-01","10.1037/amp0000158"
"585","SCOPUS_ID:85027883382","How research training will shape the future of dental, oral, and craniofacial research","D'Souza R.N.","2017-09-01","10.21815/JDE.017.037"
"586","SCOPUS_ID:85023195834","The P50 Research Center in Perioperative Sciences: How the investment by the National Institute of General Medical Sciences in team science has reduced postburn mortality","Finnerty C.","2017-09-01","10.1097/TA.0000000000001644"
"587","SCOPUS_ID:85019589168","The role of NIGMS P50 sponsored team science in our understanding of multiple organ failure","Moore F.A.","2017-09-01","10.1097/TA.0000000000001587"
"588","SCOPUS_ID:85034659512","Exploring mentoring in the context of team science","Behar-Horenstein L.","2017-08-08","10.1080/13611267.2017.1403579"
"589","SCOPUS_ID:85027262086","Detecting and analyzing research communities in longitudinal scientific networks","Leone Sciabolazza V.","2017-08-01","10.1371/journal.pone.0182516"
"590","SCOPUS_ID:85020526400","Team science and big brains","Katz A.","2017-07-01","10.1188/17.ONF.401-402"
"591","SCOPUS_ID:85020090248","Improving Care Teams' Functioning: Recommendations from Team Science","Fiscella K.","2017-07-01","10.1016/j.jcjq.2017.03.009"
"592","SCOPUS_ID:85014684073","Dynamic credit allocation in scientific literature","Bao P.","2017-07-01","10.1007/s11192-017-2335-9"
"593","SCOPUS_ID:85030551050","The role of trust in collaborative research settings: Opportunities for future research in graduate engineering education","Whitehair C.","2017-06-24",NA
"594","SCOPUS_ID:85049760594","Science, society, and a vision for mind and brain health across the lifespan","Rizzo M.","2017-06-20","10.1002/9781118772034.ch36"
"595","SCOPUS_ID:84990847679","Innovation in the Knowledge Age: implications for collaborative science","Hinrichs M.","2017-06-01","10.1007/s10669-016-9610-9"
"596","SCOPUS_ID:85020478839","Best Practices of Computer-Aided Drug Discovery: Lessons Learned from the Development of a Preclinical Candidate for Prostate Cancer with a New Mechanism of Action","Ban F.","2017-05-22","10.1021/acs.jcim.7b00137"
"597","SCOPUS_ID:85018478713","Charting a Course for Precision Oncology","Kusnezov D.","2017-05-01","10.1002/cpt.654"
"598","SCOPUS_ID:85018380018","A Cycles-Breaking Framework to Disrupt Intergenerational Patterns of Maltreatment and Vulnerability During the Childbearing Year","Sperlich M.","2017-05-01","10.1016/j.jogn.2016.11.017"
"599","SCOPUS_ID:85018279136","Catalyzing Transdisciplinarity: A Systems Ethnography of Cancer-Obesity Comorbidity and Risk Coincidence","Graham S.S.","2017-05-01","10.1177/1049732316656162"
"600","SCOPUS_ID:85014747277","Ovarian cancer epidemiology in the era of collaborative team science","Cannioto R.","2017-05-01","10.1007/s10552-017-0862-6"
"601","SCOPUS_ID:85018597877","Emerging Global Initiatives in Neurogenetics: The Enhancing Neuroimaging Genetics through Meta-analysis (ENIGMA) Consortium","Bearden C.E.","2017-04-19","10.1016/j.neuron.2017.03.033"
"602","SCOPUS_ID:85020013109","Strategic risk communication for infectious disease outbreaks: The evolving landscape of publics and media","Paek H.J.","2017-04-01","10.5124/jkma.2017.60.4.306"
"603","SCOPUS_ID:85018327284","Again, what is nursing science?","Barrett E.A.M.","2017-04-01","10.1177/0894318417693313"
"604","SCOPUS_ID:85017520705","Developing team cognition","Fernandez R.","2017-04-01","10.1097/SIH.0000000000000200"
"605","SCOPUS_ID:84980316408","Developing Collaboration Skills in Team Undergraduate Research Experiences","Sturner K.K.","2017-03-16","10.1080/10511970.2016.1188432"
"606","SCOPUS_ID:85097287125","2017 ASEE Engineering Research Council, ERC 2017",NA,"2017-03-06",NA
"607","SCOPUS_ID:85097277820","Applied team science","Kiser G.L.","2017-03-06",NA
"608","SCOPUS_ID:85032982530","Accountability and high impact journals in the health sciences","Buchan A.M.J.","2017-03-01","10.3390/publications5010005"
"609","SCOPUS_ID:85021231774","Preparing our next-generation scientific workforce to address the grand challenges for social work","Gehlert S.","2017-03-01","10.1086/690659"
"610","SCOPUS_ID:85016420133","Scientific training in the era of big data: A new pedagogy for graduate education","Aikat J.","2017-03-01","10.1089/big.2016.0014"
"611","SCOPUS_ID:85013974806","Accelerators: Sparking innovation and transdisciplinary team science in disparities research","Horowitz C.R.","2017-03-01","10.3390/ijerph14030225"
"612","SCOPUS_ID:84995580438","Honorary Authorship Practices in Environmental Science Teams: Structural and Cultural Factors and Solutions","Elliott K.","2017-02-17","10.1080/08989621.2016.1251320"
"613","SCOPUS_ID:85012031484","Participatory democracy, community organizing and the Community Assessment of Freeway Exposure and Health (CAFEH) partnership","Martinez L.S.","2017-02-04","10.3390/ijerph14020149"
"614","SCOPUS_ID:85013649213","Supporting researchers in an era of team science","Saunders P.","2017-02-01","10.1016/S0140-6736(17)30202-7"
"615","SCOPUS_ID:85011411667","Scientific retreats with 'speed dating': Networking to stimulate new interdisciplinary translational research collaborations and team science","Ranwala D.","2017-02-01","10.1136/jim-2016-000261"
"616","SCOPUS_ID:84983343735","Team mentoring for interdisciplinary team science: Lessons from k12 scholars and directors","Guise J.M.","2017-02-01","10.1097/ACM.0000000000001330"
"617","SCOPUS_ID:85140617095","The effectiveness and acceptability of evidence synthesis summary formats for clinical guideline development groups: a mixed-methods systematic review","Sharp M.K.","2022-12-01","10.1186/s13012-022-01243-2"
"618","SCOPUS_ID:85140591615","Smartphone-RCCT: an online repository of randomized controlled clinical trials of smartphone applications for chronic conditions","Barth J.","2022-12-01","10.1186/s13063-022-06849-x"
"619","SCOPUS_ID:85140317962","A scoping review of perceptions from healthcare professionals on antipsychotic prescribing practices in acute care settings","Jaworska N.","2022-12-01","10.1186/s12913-022-08650-7"
"620","SCOPUS_ID:85140270574","Interventions to address potentially inappropriate prescriptions and over-the-counter medication use among adults 65 years and older in primary care settings: protocol for a systematic review","Beck A.","2022-12-01","10.1186/s13643-022-02044-w"
"621","SCOPUS_ID:85139444578","Interventions to mitigate vaping misinformation: protocol for a scoping review","Kumar N.","2022-12-01","10.1186/s13643-022-02094-0"
"622","SCOPUS_ID:85139296091","Research designs and instruments to detect physiotherapy overuse of low-value care services in low back pain management: a scoping review protocol","Kühn L.","2022-12-01","10.1186/s13643-022-02083-3"
"623","SCOPUS_ID:85139193402","Data visualization as an intervention for pediatric chronic pain: a pilot feasibility study protocol for a randomized controlled crossover trial","Boerner K.E.","2022-12-01","10.1186/s40814-022-01170-5"
"624","SCOPUS_ID:85139180642","Structural stigma and its impact on healthcare for borderline personality disorder: a scoping review","Klein P.","2022-12-01","10.1186/s13033-022-00558-3"
"625","SCOPUS_ID:85139133244","Randomized controlled trials in de-implementation research: a systematic scoping review","Raudasoja A.J.","2022-12-01","10.1186/s13012-022-01238-z"
"626","SCOPUS_ID:85138193255","Rehabilitation workforce descriptors: a scoping review","Conradie T.","2022-12-01","10.1186/s12913-022-08531-z"
"627","SCOPUS_ID:85138127260","Conjoint analyses of patients’ preferences for primary care: a systematic review","Lim A.H.","2022-12-01","10.1186/s12875-022-01822-8"
"628","SCOPUS_ID:85137936628","The efficacy of a multi-strategy choice architecture intervention on improving the nutritional quality of high school students’ lunch purchases from online canteens (Click &amp; Crunch High Schools): a cluster randomized controlled trial","Delaney T.","2022-12-01","10.1186/s12966-022-01362-5"
"629","SCOPUS_ID:85137936013","An Open MRI Dataset For Multiscale Neuroscience","Royer J.","2022-12-01","10.1038/s41597-022-01682-y"
"630","SCOPUS_ID:85137433129","Loneliness in pregnant and postpartum people and parents of children aged 5 years or younger: a scoping review","Kent-Marvick J.","2022-12-01","10.1186/s13643-022-02065-5"
"631","SCOPUS_ID:85137240028","Systematic reviews are rarely used to contextualise new results—a systematic review and meta-analysis of meta-research studies","Draborg E.","2022-12-01","10.1186/s13643-022-02062-8"
"632","SCOPUS_ID:85137001863","Extended-release pharmacotherapy for opioid use disorder (EXPO): protocol for an open-label randomised controlled trial of the effectiveness and cost-effectiveness of injectable buprenorphine versus sublingual tablet buprenorphine and oral liquid methadone","Marsden J.","2022-12-01","10.1186/s13063-022-06595-0"
"633","SCOPUS_ID:85136455744","The application, character, and effectiveness of person-centred care with service-users, and the community within the discipline of podiatry: a scoping review","Abey S.","2022-12-01","10.1186/s13047-022-00566-z"
"634","SCOPUS_ID:85136453341","The role of acupuncture and moxibustion in the treatment, prevention, and rehabilitation of patients with COVID-19: A scoping review","Ren M.","2022-12-01","10.1016/j.imr.2022.100886"
"635","SCOPUS_ID:85136012623","The accuracy of pulse oximetry in measuring oxygen saturation by levels of skin pigmentation: a systematic review and meta-analysis","Shi C.","2022-12-01","10.1186/s12916-022-02452-8"
"636","SCOPUS_ID:85135885978","The development and education of a workforce in childhood cancer services in low- and middle-income countries: a scoping review protocol","Cayrol J.","2022-12-01","10.1186/s13643-022-02040-0"
"637","SCOPUS_ID:85135432744","Selecting implementation models, theories, and frameworks in which to integrate intersectional approaches","Presseau J.","2022-12-01","10.1186/s12874-022-01682-x"
"638","SCOPUS_ID:85135322189","Informing the standardising of care for prolonged stay patients in the intensive care unit: A scoping review of quality improvement tools","Allum L.","2022-12-01","10.1016/j.iccn.2022.103302"
"639","SCOPUS_ID:85135213809","A comparison of functional outcomes following inpatient versus outpatient hip or knee arthroplasty","Sattler L.","2022-12-01","10.1186/s13018-022-03270-7"
"640","SCOPUS_ID:85135191444","The Relationship Between Undulatory Underwater Kick Performance Determinants and Underwater Velocity in Competitive Swimmers: A Systematic Review","West R.","2022-12-01","10.1186/s40798-022-00485-0"
"641","SCOPUS_ID:85135140323","Drug repurposing: a systematic review on root causes, barriers and facilitators","Krishnamurthy N.","2022-12-01","10.1186/s12913-022-08272-z"
"642","SCOPUS_ID:85135099241","Trends in guideline implementation: an updated scoping review","Peters S.","2022-12-01","10.1186/s13012-022-01223-6"
"643","SCOPUS_ID:85134904206","Information needs and sources of information among people with depression and anxiety: a scoping review","Chan F.H.F.","2022-12-01","10.1186/s12888-022-04146-0"
"644","SCOPUS_ID:85134391868","Effect of a tailored sepsis treatment protocol on patient outcomes in the Tikur Anbessa Specialized Hospital, Ethiopia: results of an interrupted time series analysis","Puchalski Ritchie L.M.","2022-12-01","10.1186/s13012-022-01221-8"
"645","SCOPUS_ID:85133688559","Mechanisms of processing speed training and transfer effects across the adult lifespan: protocol of a multi-site cognitive training study","von Bastian C.C.","2022-12-01","10.1186/s40359-022-00877-7"
"646","SCOPUS_ID:85133610079","Multimorbidity patterns and function among adults in low- and middle-income countries: a scoping review protocol","Berner K.","2022-12-01","10.1186/s13643-022-01996-3"
"647","SCOPUS_ID:85133555004","Systematic review of mental health symptom changes by sex or gender in early-COVID-19 compared to pre-pandemic","Dal Santo T.","2022-12-01","10.1038/s41598-022-14746-1"
"648","SCOPUS_ID:85133494344","A scoping review protocol on in vivo human plastic exposure and health impacts","Goodes L.M.","2022-12-01","10.1186/s13643-022-02010-6"
"649","SCOPUS_ID:85133023054","A Proposed Framework to Describe Movement Variability within Sporting Tasks: A Scoping Review","Cowin J.","2022-12-01","10.1186/s40798-022-00473-4"
"650","SCOPUS_ID:85132436894","Acupuncture mechanism studies employing task-based fMRI: a scoping review protocol","Yan Y.","2022-12-01","10.1186/s13643-022-02007-1"
"651","SCOPUS_ID:85132138849","Global evidence on the rapid adoption of telemedicine in primary care during the first 2 years of the COVID-19 pandemic: a scoping review protocol","Valdes D.","2022-12-01","10.1186/s13643-022-01934-3"
"652","SCOPUS_ID:85131648364","Guideline-concordant utilization of magnetic resonance imaging in adults receiving chiropractic manipulative therapy vs other care for radicular low back pain: a retrospective cohort study","Trager R.J.","2022-12-01","10.1186/s12891-022-05462-y"
"653","SCOPUS_ID:85131166890","Interventions to mitigate COVID-19 misinformation: protocol for a scoping review","Kumar N.","2022-12-01","10.1186/s13643-022-01917-4"
"654","SCOPUS_ID:85130882130","The impact of educational interventions on modifying health practitioners’ attitudes and practice in treating people with borderline personality disorder: an integrative review","Klein P.","2022-12-01","10.1186/s13643-022-01960-1"
"655","SCOPUS_ID:85130248215","Prevention of medical adhesive-related skin injury during patient care: A scoping review","de Faria M.F.","2022-12-01","10.1016/j.ijnsa.2022.100078"
"656","SCOPUS_ID:85130153178","Video-based interviewing in medicine: a scoping review","Selvam R.","2022-12-01","10.1186/s13643-022-01959-8"
"657","SCOPUS_ID:85129966788","Digital interventions for subjective and objective social isolation among individuals with mental health conditions: a scoping review","Toh G.","2022-12-01","10.1186/s12888-022-03889-0"
"658","SCOPUS_ID:85129716252","Beliefs and misperceptions about naloxone and overdose among U.S. laypersons: a cross-sectional study","Agley J.","2022-12-01","10.1186/s12889-022-13298-3"
"659","SCOPUS_ID:85128801589","What is the potential for plural ownership to support a more inclusive economy? A systematic review protocol","Tod E.","2022-12-01","10.1186/s13643-022-01955-y"
"660","SCOPUS_ID:85128682701","Emerging professional practices focusing on reducing inequity in speech-language therapy and audiology: a scoping review protocol","Abrahams K.","2022-12-01","10.1186/s13643-022-01953-0"
"661","SCOPUS_ID:85127897357","Does a suggested diagnosis in a general practitioners’ referral question impact diagnostic reasoning: an experimental study","Staal J.","2022-12-01","10.1186/s12909-022-03325-7"
"662","SCOPUS_ID:85127855787","EXpert consensus On Diaphragm UltraSonography in the critically ill (EXODUS): a Delphi consensus statement on the measurement of diaphragm ultrasound-derived parameters in a critical care setting","Haaksma M.E.","2022-12-01","10.1186/s13054-022-03975-5"
"663","SCOPUS_ID:85127691556","Identification of tools used to assess the external validity of randomized controlled trials in reviews: a systematic review of measurement properties","Jung A.","2022-12-01","10.1186/s12874-022-01561-5"
"664","SCOPUS_ID:85127493093","Honorary authorship in health sciences: a protocol for a systematic review of survey research","Meursinge Reynders R.","2022-12-01","10.1186/s13643-022-01928-1"
"665","SCOPUS_ID:85127421032","How we teach children with asthma to use their inhaler: a scoping review","McCrossan P.","2022-12-01","10.1186/s13052-022-01237-2"
"666","SCOPUS_ID:85127338544","The Effects of High-Intensity Multimodal Training in Apparently Healthy Populations: A Systematic Review","Sharp T.","2022-12-01","10.1186/s40798-022-00434-x"
"667","SCOPUS_ID:85127301495","Mapping recommended strategies to promote active and healthy lifestyles through physical education classes: a scoping review","Bandeira A.d.S.","2022-12-01","10.1186/s12966-022-01278-0"
"668","SCOPUS_ID:85127229333","Neurocognitive aging data release with behavioral, structural and multi-echo functional MRI measures","Spreng R.N.","2022-12-01","10.1038/s41597-022-01231-7"
"669","SCOPUS_ID:85127056491","Sugar-sweetened beverage tax implementation processes: results of a scoping review","Forberger S.","2022-12-01","10.1186/s12961-022-00832-3"
